lead_id,company_name,industry,company_size,lead_source,created_date,pricing_page_visits,demo_requested,content_downloads,email_opens,converted,converted_date
L000280,Garner-Thornton,Consulting,419.0,Organic Search,2025-06-03,1,False,0,2,False,
L000281,Hughes-Alvarado,,22.0,Event/Webinar,2024-05-27,2,False,1,1,True,2024-05-30
L000282,"Pollard, Simpson and Johnson",Fintech,,Paid Search,2026-03-24,2,True,2,4,True,2026-06-07
L000283,"Sanford, Rivera and Garcia",SaaS,,Partner,2024-07-05,1,False,0,2,False,
L000284,Garcia-Lozano,,136.0,Organic Search,2023-12-25,3,True,2,1,False,
L000285,Bowen Group,,44.0,Event/Webinar,2026-08-27,4,False,2,2,False,
L000286,"Booker, Jones and Harrington",Media,8.0,Referral,2024-01-07,4,False,2,1,False,
L000287,Morgan-Schwartz,Consulting,690.0,Outbound SDR,2026-07-24,1,True,2,4,True,2026-08-24
L000288,"Miller, Murphy and Craig",Fintech,15.0,Outbound SDR,2024-12-13,5,True,2,1,False,
L000289,"James, Stewart and Higgins",,262.0,Referral,2024-10-19,4,False,1,3,False,
L000290,Brennan-Johnson,Fintech,274.0,Paid Search,2024-11-06,3,False,0,4,True,2024-12-28
L000291,Young Ltd,Media,265.0,Referral,2025-03-31,4,False,2,2,False,
L000292,Bright-Francis,Real Estate,189.0,Organic Search,2025-07-20,3,True,2,4,False,
L000293,Good-Hodges,FinTech,24.0,Referral,2024-05-31,3,True,2,4,True,2024-07-11
L000294,"Brennan, Wallace and Benson",financial tech,12.0,Outbound SDR,2025-11-19,3,False,1,7,True,2025-11-19
L000295,Williams Inc,,196.0,Outbound SDR,2025-04-26,3,False,1,2,True,2025-05-02
L000296,Howard-Jordan,Retail,36.0,Event/Webinar,2025-01-10,4,True,2,0,True,2025-03-30
L000297,Schmidt PLC,Media,,Partner,2025-06-24,1,False,2,1,True,2025-06-30
L000298,"Sparks, Jackson and Miller",Retail,86.0,Referral,2026-01-29,7,True,2,1,True,2026-02-14
L000299,Harvey-Allen,Manufacturing,116.0,Outbound SDR,2025-09-19,6,False,0,0,False,
L000300,"Thomas, Murray and King",Fintech,1100.0,Organic Search,2026-07-14,3,False,0,3,True,2026-08-21
L000301,Estrada-Nolan,Retail,113.0,Partner,2023-11-21,2,False,1,3,False,
L000302,Santana-Byrd,Manufacturing,606.0,Event/Webinar,2023-01-29,3,True,2,1,True,2023-04-09
L000303,Jones LLC,,26.0,Organic Search,2024-04-05,4,False,2,3,True,2024-04-19
L000304,"Evans, Hayden and Vaughn",Media,20.0,Organic Search,2026-08-19,4,False,0,4,False,
L000305,Bruce-Gonzalez,Healthcare,110.0,Outbound SDR,2024-08-20,3,False,2,1,True,2024-10-24
L000306,Castaneda-Rodriguez,Manufacturing,32.0,Outbound SDR,2025-09-15,1,False,3,2,False,
L000307,Armstrong-Andrews,Media,70.0,Paid Search,2025-07-24,2,True,2,4,True,2025-10-02
L000308,"Phillips, Spence and Barrett",Healthcare,335.0,Outbound SDR,2024-01-26,4,False,1,1,False,
L000309,Smith-Grimes,Consulting,2122.0,Event/Webinar,2023-10-07,6,False,0,2,False,
L000310,"Beltran, Lozano and Mcgee",Fintech,19.0,Referral,2025-04-29,2,False,2,1,False,
L000311,Parsons-Hall,Education,133.0,Event/Webinar,2024-07-01,4,False,2,4,False,
L000312,Robinson-Lee,SaaS,483.0,Referral,2024-09-03,3,False,0,2,True,2024-11-17
L000313,Byrd-Le,Consulting,47.0,Partner,2025-09-29,3,False,1,1,True,2025-10-18
L000314,"Becker, Taylor and Davis",Media,688.0,Event/Webinar,2025-09-18,4,True,0,3,False,
L000315,"Lucas, Parker and Alexander",Education,,Referral,2026-02-04,2,True,0,2,True,2026-04-14
L000316,"Diaz, Anderson and Browning",Logistics,291.0,Outbound SDR,2024-10-21,1,True,2,2,False,
L000317,Burgess-Thompson,Retail,102.0,Partner,2024-05-04,3,True,0,4,False,
L000318,Buchanan LLC,Consulting,72.0,Outbound SDR,2024-04-23,4,False,1,3,False,
L000319,"Shaw, Nelson and Martin",Logistics,389.0,Organic Search,2024-10-13,6,False,0,3,False,
L000320,Coffey-Phillips,Media,145.0,Partner,2025-02-19,2,True,4,3,True,2025-04-09
L000321,Brock-Mcdonald,Healthcare,542.0,Outbound SDR,2023-03-17,2,False,1,1,True,2023-04-02
L000322,Taylor and Sons,Real Estate,133.0,Event/Webinar,2024-11-10,3,False,2,1,True,2024-11-22
L000323,"Ramsey, Whitney and Coffey",,136.0,Organic Search,2025-12-13,2,False,1,0,False,
L000324,"Diaz, Gibbs and Smith",Media,30.0,Organic search,2023-10-23,4,False,0,0,False,
L000325,"Martinez, Richardson and Curry",Logistics,276.0,Partner,2023-11-13,6,True,1,2,True,2023-11-22
L000326,Richards-Carson,Media,901.0,Referral,2024-11-24,2,True,0,2,True,2025-02-11
L000327,Rodriguez-Hall,Logistics,447.0,Partner,2023-06-14,3,True,3,6,True,2023-07-26
L000328,Harvey PLC,Real Estate,64.0,Outbound SDR,2024-10-10,2,False,2,4,False,
L000329,Herman-Walker,Media,176.0,Event/Webinar,2023-03-15,4,False,1,4,True,2023-06-02
L000330,Reid Group,financial tech,877.0,Paid Search,2026-07-16,3,False,0,6,False,
L000331,"Turner, Ortiz and Taylor",,14.0,Paid Search,2023-07-05,1,False,0,4,False,
L000332,Torres Group,Logistics,146.0,Organic Search,2026-07-21,2,False,2,2,True,2026-07-27
L000333,Davis PLC,Media,140.0,Paid Search,2024-09-05,2,False,4,4,True,2024-09-08
L000334,Price LLC,SaaS,,Referral,2023-04-25,2,False,2,3,False,
L000335,"Avery, Horton and Fernandez",Manufacturing,,Referral,2025-02-06,6,False,2,3,False,
L000336,"Newton, Moore and Perry",Logistics,323.0,Paid Search,2024-05-15,2,False,2,1,False,
L000337,Bass PLC,Real Estate,83.0,Outbound SDR,2026-03-05,2,False,2,3,True,2026-05-31
L000338,Crosby-Ramirez,Healthcare,,Paid Search,2023-12-25,4,False,2,3,False,
L000339,"Wood, Ramos and Sampson",Fintech,89.0,Event/Webinar,2025-02-22,3,True,1,0,False,
L000340,Garcia-Jennings,Consulting,159.0,Partner,2024-05-08,2,True,3,3,False,
L000341,"Winters, Newman and Brown",Media,79.0,Event/Webinar,2023-10-21,3,False,3,6,False,
L000342,Lopez-Martinez,Retail,127.0,Outbound SDR,2026-07-30,2,False,1,2,False,
L000343,Davis-Lewis,Manufacturing,35.0,Outbound SDR,2024-06-06,1,True,1,5,True,2024-08-30
L000344,"Harper, Smith and Buchanan",,25.0,Outbound SDR,2024-08-12,2,False,0,2,False,
L000345,Zhang PLC,Real Estate,,Paid Search,2023-06-01,2,False,1,2,False,
L000346,Jones PLC,Media,73.0,Referral,2026-04-18,3,False,1,2,True,2026-05-26
L000347,Willis and Sons,Logistics,510.0,Partner,2024-05-27,3,False,0,2,True,2024-07-24
L000348,Schroeder-Kramer,Manufacturing,56.0,Paid Search,2025-02-26,2,False,0,3,False,
L000349,"Smith, Garrison and Thomas",Media,378.0,Organic Search,2024-04-30,2,False,4,3,True,2024-06-17
L000350,Fernandez and Sons,Consulting,397.0,Referral,2026-03-23,3,True,1,5,True,2026-04-29
L000351,Guerrero Inc,Manufacturing,,Organic Search,2025-03-21,1,False,2,2,False,
L000352,Smith and Sons,Manufacturing,43.0,Organic Search,2026-03-05,1,True,1,1,False,
L000353,"Morris, Thompson and Williams",SaaS,57.0,Event/Webinar,2025-10-14,4,False,3,1,False,
L000354,"Fisher, Wilson and Brown",Manufacturing,24.0,Paid Search,2026-05-28,5,False,0,2,False,
L000355,Strickland-Palmer,Education,75.0,Paid Search,2026-07-27,4,False,4,6,False,
L000356,Hayes and Sons,Retail,60.0,Event/Webinar,2024-05-28,1,False,3,3,True,2024-08-22
L000357,"Williams, Logan and Camacho",,302.0,Partner,2023-07-18,2,False,3,4,True,2023-10-06
L000358,"Turner, Schneider and Johnson",SAAS,,Referral,2025-06-21,4,False,4,2,False,
L000359,Boone-Simmons,SaaS,59.0,Event/Webinar,2025-01-17,4,False,2,4,False,
L000360,Henry Group,Healthcare,1237.0,Organic Search,2024-08-27,2,True,1,7,True,2024-10-07
L000361,Lam LLC,Logistics,43.0,Paid Search,2024-02-16,3,False,0,7,False,
L000362,"Hernandez, Martinez and Weber",healthcare,461.0,Event/Webinar,2025-01-19,3,False,0,2,False,
L000363,"Kelley, Nguyen and Vang",Real Estate,36.0,Event/Webinar,2024-07-12,3,False,2,1,False,
L000364,"Phillips, Wagner and Jordan",Health Care,184.0,Referral,2025-09-13,2,False,2,4,False,
L000365,"Wilson, Pena and Rich",Manufacturing,50.0,Partner,2024-11-24,2,False,0,2,True,2024-12-08
L000366,"Le, Lewis and Hayes",Media,81.0,Organic Search,2023-10-16,3,True,2,2,True,2023-11-13
L000367,Gutierrez Group,Logistics,116.0,Event/Webinar,2025-01-19,6,False,1,4,False,
L000368,Perry-Davis,Fintech,,Outbound SDR,2023-01-29,3,False,2,0,False,
L000369,Edwards-Scott,Manufacturing,465.0,Event/Webinar,2023-09-11,1,False,2,7,False,
L000370,Mcdaniel Group,Media,225.0,Referral,2024-06-20,3,False,1,1,True,2024-09-02
L000371,Davis Inc,,22.0,Partner,2025-01-30,3,True,2,0,True,2025-02-12
L000372,Reynolds Ltd,,434.0,Outbound SDR,2023-02-21,2,False,3,6,False,
L000373,"Watson, Anderson and Brown",Consulting,305.0,Event/Webinar,2024-11-02,4,True,1,6,True,2025-01-19
L000374,"Hoffman, Santiago and Jenkins",Retail,70.0,Partner,2023-05-10,3,False,2,2,True,2023-07-30
L000375,"Pugh, Henderson and Moon",Media,19.0,Partner,2024-09-10,3,False,1,4,False,
L000376,Schmitt PLC,Logistics,,Organic Search,2023-10-14,4,False,4,4,False,
L000377,Bell-Lane,SaaS,35.0,Organic Search,2024-09-15,4,False,1,5,True,2024-11-17
L000378,Moore Group,Fintech,,Organic Search,2024-04-25,3,True,2,4,False,
L000379,Boone LLC,Real Estate,125.0,Paid Search,2025-03-06,2,True,0,2,False,
L000380,"Richardson, Farmer and Andrews",Media,54.0,Referral,2026-01-11,3,False,2,4,False,
L000381,Bruce-Villegas,Logistics,2.0,Event/Webinar,2023-11-13,3,False,1,2,False,
L000382,"Austin, Day and Johnson",Logistics,162.0,Partner,2023-07-22,2,True,3,2,False,
L000383,"Gallegos, Adams and White",Media,61.0,Event/Webinar,2025-04-15,2,False,2,3,False,
L000384,"Farmer, Dorsey and Bell",Manufacturing,89.0,Organic Search,2025-01-28,3,False,3,3,True,2025-02-24
L000385,Kane PLC,Media,81.0,Outbound SDR,2024-04-28,4,False,1,1,False,
L000386,"Morales, Thomas and Schultz",Education,,Organic Search,2025-01-22,4,False,3,1,False,
L000387,Davis PLC,Real Estate,56.0,Partner,2025-01-04,4,False,2,4,True,2025-01-11
L000388,Bennett Group,Logistics,13.0,Referral,2024-01-24,4,True,2,4,False,
L000389,Moore-Collins,Fintech,35.0,Outbound SDR,2023-07-07,2,False,1,1,False,
L000390,Frank-Bradley,Retail,,Partner,2026-08-02,1,False,0,2,False,
L000391,Ware and Sons,Consulting,,Organic Search,2023-04-14,2,False,1,5,True,2023-05-26
L000392,Webster Inc,Retail,22.0,Paid Search,2026-03-02,5,False,1,1,False,
L000393,"Miller, Ramos and Coleman",,389.0,Organic Search,2026-02-09,4,False,3,4,False,
L000394,"Ramos, Nelson and Fischer",Retail,70.0,Event/Webinar,2024-03-18,4,False,1,2,False,
L000395,Reed Inc,Retail,7.0,Referral,2023-10-30,3,True,3,4,False,
L000396,Gregory-Watkins,Consulting,837.0,Organic Search,2024-07-21,3,False,0,3,False,
L000397,"Estrada, Williams and Foster",Health Care,49.0,Paid Search,2026-01-11,1,True,2,4,True,2026-02-12
L000398,"Brown, Harris and Dougherty",,43.0,Organic Search,2023-02-22,2,False,3,3,False,
L000399,Duran LLC,Healthcare,30.0,Organic Search,2025-01-03,2,False,4,3,False,
L000400,Wilson-Jimenez,Retail,47.0,Event/Webinar,2024-10-25,4,True,1,4,False,
L000401,Thompson-James,SAAS,59.0,Paid Search,2024-06-27,4,False,1,1,False,
L000402,"Hall, Hansen and Barnett",SaaS,10.0,Paid Search,2025-05-12,1,False,1,4,False,
L000403,Jones-Hensley,Real Estate,174.0,Organic Search,2023-05-11,1,False,1,2,False,
L000404,Graham Group,Media,49.0,Outbound SDR,2025-01-11,2,False,1,0,False,
L000405,Atkins PLC,Real Estate,47.0,Event/Webinar,2023-08-12,3,True,3,2,True,2023-10-08
L000406,Berry-Mckinney,Real Estate,142.0,Paid Search,2026-06-13,4,True,4,1,False,
L000407,Roberts-Sullivan,SaaS,51.0,Partner,2025-12-03,4,False,0,2,False,
L000408,Jackson-Meza,Manufacturing,149.0,Outbound SDR,2026-08-10,3,False,1,4,False,
L000409,Collier-Gillespie,SAAS,28.0,Organic Search,2025-09-07,3,True,1,4,False,
L000410,Kim Inc,Logistics,21.0,Outbound SDR,2023-08-10,2,True,0,1,False,
L000411,Graham Group,Media,22.0,Partner,2025-06-27,1,True,3,4,True,2025-07-06
L000412,"Miller, Harrell and Reese",Fintech,289.0,Referral,2026-05-30,5,False,4,4,False,
L000413,Cook and Sons,,11.0,Organic Search,2023-09-16,5,False,1,1,False,
L000414,Dixon Inc,Manufacturing,479.0,Event/Webinar,2026-07-20,3,False,1,4,True,2026-08-26
L000415,"Hicks, Bullock and Bailey",Real Estate,232.0,Partner,2024-10-27,3,False,4,3,True,2024-12-14
L000416,"Mullen, Brewer and Hernandez",Consulting,237.0,Event/Webinar,2024-08-26,2,False,3,3,True,2024-10-23
L000417,Thomas and Sons,Real Estate,115.0,Event/Webinar,2025-05-31,5,False,0,2,False,
L000418,Morrison Ltd,Fintech,106.0,Partner,2023-08-23,4,False,2,2,True,2023-11-14
L000419,Thompson Ltd,Real Estate,37.0,Partner,2024-03-16,3,True,4,1,True,2024-05-10
L000420,Marshall-Elliott,Media,22.0,Paid Search,2025-04-27,2,False,3,3,False,
L000421,"Cole, Glass and Cunningham",Education,62.0,Outbound SDR,2025-03-27,4,False,0,5,False,
L000422,"Downs, Morris and Maddox",Logistics,68.0,Partner,2023-07-14,4,False,2,4,True,2023-08-23
L000423,Hernandez-Jones,Logistics,120.0,Referral,2024-06-06,4,True,3,1,False,
L000424,Welch-Hogan,Education,20.0,Paid Search,2025-08-29,2,False,0,5,False,
L000425,"Brown, Romero and Collins",Fintech,68.0,Organic search,2023-06-24,3,False,1,2,False,
L000426,Johnson-Wood,Fintech,81.0,Outbound SDR,2023-07-17,2,False,1,3,False,
L000427,Jones-Lin,Education,27.0,Paid Search,2026-02-13,5,False,3,6,False,
L000428,Gilbert PLC,,1581.0,Event/Webinar,2026-02-24,2,False,0,1,False,
L000429,Ford-Spencer,Real Estate,,Referral,2023-09-08,3,False,2,4,False,
L000430,"Huang, Cole and Pacheco",Logistics,105.0,Referral,2025-05-16,3,False,1,6,False,
L000431,"Lopez, Jacobs and Mason",SaaS,106.0,Referral,2026-05-14,3,False,2,1,False,
L000432,Hayes LLC,Manufacturing,144.0,Referral,2023-08-01,2,False,2,4,False,
L000433,"Miller, Lucas and Williams",Consulting,27.0,Event/Webinar,2024-03-11,2,False,1,6,False,
L000434,"Kim, Gonzales and Mills",Health Care,1.0,Partner,2025-09-14,5,False,1,3,False,
L000435,Cox LLC,Retail,78.0,Organic Search,2024-12-18,2,False,0,3,False,
L000436,Ortiz-Morgan,Real Estate,79.0,Referral,2023-08-24,3,False,1,1,False,
L000437,"Williams, Mccoy and Cook",Manufacturing,40.0,Event/Webinar,2024-04-08,2,False,0,4,True,2024-06-01
L000438,Davis-Gregory,Real Estate,86.0,Event/Webinar,2026-06-10,1,True,4,4,False,
L000439,King-York,Real Estate,182.0,Organic Search ,2026-06-01,3,True,2,1,True,2026-08-24
L000440,"Marks, Cook and Aguilar",Manufacturing,204.0,Organic Search,2024-01-05,4,True,2,5,True,2024-02-08
L000441,Rangel LLC,Manufacturing,,Referral,2024-12-19,3,True,1,4,True,2024-12-19
L000442,"Hale, Myers and Larson",Healthcare,107.0,Paid Search,2026-03-05,1,False,2,1,False,
L000443,Collins Group,Logistics,18.0,Organic Search,2023-10-18,1,False,0,3,True,2024-01-07
L000444,"Conner, Li and Santiago",SaaS,296.0,Organic Search,2025-12-22,4,True,1,2,False,
L000445,"Osborn, Gaines and Davis",Retail,39.0,Outbound SDR,2025-05-09,3,False,0,2,False,
L000446,"Henderson, Cox and Cox",,201.0,Referral,2023-11-19,3,False,0,3,True,2024-01-05
L000447,Bean LLC,Manufacturing,30.0,Partner,2024-10-26,6,True,2,4,True,2025-01-06
L000448,Lee-Cooke,Consulting,254.0,Organic Search,2023-04-18,2,False,1,2,True,2023-05-07
L000449,Jones Inc,healthcare,335.0,Event/Webinar,2023-04-12,4,True,1,4,True,2023-07-07
L000450,"Wise, Conley and Stephenson",FinTech,16.0,Referral,2025-06-26,3,False,2,3,False,
L000451,Stanley PLC,Logistics,232.0,Outbound SDR,2026-05-28,2,False,2,3,False,
L000452,Harper and Sons,Media,,Outbound SDR,2024-07-13,1,False,2,4,False,
L000453,White Ltd,Retail,470.0,Event/Webinar,2023-08-22,3,True,2,2,False,
L000454,"Lamb, Martin and Kim",Education,3353.0,Outbound SDR,2023-08-16,2,True,2,1,False,
L000455,Diaz-Ball,Manufacturing,211.0,Partner,2026-04-29,3,True,1,4,True,2026-06-30
L000456,Bishop-Goodwin,Real Estate,612.0,Partner,2024-09-23,1,False,0,7,False,
L000457,Young-Allen,SaaS,72.0,Paid Search,2025-03-20,3,True,3,3,False,
L000458,Mckee-Lee,Consulting,118.0,Organic Search,2023-01-16,2,True,2,3,True,2023-02-11
L000459,"Valentine, Joyce and Murray",,243.0,Paid Search,2023-10-09,4,False,3,2,True,2023-11-10
L000460,Strickland-Shaw,Manufacturing,105.0,Referral,2023-09-03,3,False,2,6,True,2023-09-03
L000461,Burch-Montoya,Media,53.0,Partner,2025-05-31,3,True,4,3,True,2025-06-22
L000462,"Taylor, Wright and Davidson",Healthcare,11.0,Outbound SDR,2025-12-26,1,False,0,4,False,
L000463,Spencer-Garcia,Retail,10.0,Event/Webinar,2026-02-18,3,False,0,4,False,
L000464,"Rosales, Mitchell and Hines",Education,96.0,Organic Search,2025-03-24,1,False,5,3,True,2025-03-29
L000465,Cole-Palmer,Logistics,50.0,Organic Search,2025-07-30,2,True,2,4,True,2025-08-08
L000466,Davis-Lozano,,66.0,Event/Webinar,2025-05-29,3,True,1,3,False,
L000467,Wilkerson-Arias,Consulting,60.0,Outbound SDR,2026-08-04,5,False,2,1,False,
L000468,Brown-Shaw,,54.0,Referral,2023-08-24,6,True,1,3,False,
L000469,Hughes Inc,Logistics,31.0,Organic Search,2024-10-27,3,False,1,1,False,
L000470,Walker-Flores,,31.0,Event/Webinar,2025-07-31,1,False,2,2,True,2025-10-27
L000471,Combs Ltd,Education,174.0,Organic Search,2025-06-13,3,True,0,2,False,
L000472,Moody-Taylor,Fintech,,Paid Search,2025-06-11,5,False,1,0,False,
L000473,Lowery-Kennedy,Consulting,68.0,Outbound SDR,2025-12-09,2,False,1,1,False,
L000474,Blake Group,Fintech,298.0,Outbound SDR,2024-09-27,4,True,0,5,True,2024-11-09
L000475,Gilbert-Bullock,Retail,127.0,Referral,2023-12-11,3,False,1,4,False,
L000476,Scott and Sons,Fintech,170.0,Event/Webinar,2026-07-20,3,False,2,2,True,2026-07-27
L000477,"Bentley, Lynch and Henderson",Real Estate,221.0,Event/Webinar,2024-02-02,3,False,4,2,True,2024-03-17
L000478,Young-Martinez,,14.0,Partner,2026-08-14,2,True,2,5,True,2026-08-18
L000479,Barnes PLC,Retail,,Organic Search,2023-10-27,2,True,2,3,False,
L000480,Brown-Copeland,Manufacturing,342.0,Paid Search,2023-12-22,1,False,1,2,False,
L000481,Carlson-Smith,Consulting,125.0,Paid Search,2023-06-04,5,False,2,6,True,2023-06-26
L000482,"Andrews, Higgins and Carter",Media,252.0,Outbound SDR,2026-02-28,3,False,1,2,False,
L000483,Mendez and Sons,Consulting,34.0,Outbound SDR,2026-03-02,2,False,2,3,False,
L000484,"Butler, Beck and Miller",Consulting,111.0,Referral,2026-07-08,6,False,1,2,True,2026-07-28
L000485,Jones-Fox,Healthcare,,Outbound SDR,2023-05-20,4,True,0,4,False,
L000486,"Hartman, Romero and Smith",,36.0,Outbound SDR,2026-07-17,3,False,1,2,False,
L000487,Williams-Hughes,Manufacturing,,Referral,2026-04-26,7,False,2,2,False,
L000488,King-Smith,saas ,42.0,Referral,2025-11-05,3,True,0,5,True,2025-11-14
L000489,Cooper Ltd,Manufacturing,24.0,Outbound SDR,2025-07-14,4,False,3,2,False,
L000490,"Fuller, Ingram and Moss",Software,205.0,Organic Search,2025-01-25,1,False,2,2,False,
L000491,Anderson-Bell,Manufacturing,18.0,Organic Search,2026-08-13,2,True,3,4,True,2026-08-15
L000492,Li-Thompson,Consulting,97.0,Event/Webinar,2025-11-04,2,True,3,4,True,2025-12-23
L000493,"Marshall, Dominguez and Welch",Media,35.0,Event/Webinar,2026-02-09,3,False,2,2,False,
L000494,Brown Group,SaaS,73.0,Outbound SDR,2026-03-16,3,False,1,1,False,
L000495,Carter Inc,Retail,205.0,Referral,2026-05-24,6,True,1,5,True,2026-07-23
L000496,Blackwell LLC,Real Estate,991.0,Paid Search,2023-05-07,1,False,3,1,True,2023-07-03
L000497,Robertson-Hays,Fintech,86.0,Referral,2023-06-22,4,True,3,3,False,
L000498,"Kennedy, Johnson and Lucas",Real Estate,3.0,Partner,2023-12-20,1,False,1,7,True,2023-12-25
L000499,Kelly-Norman,Retail,54.0,Partner,2025-06-15,3,False,0,5,True,2025-08-10
L000500,"Rivera, Martinez and Richardson",Real Estate,109.0,Event/Webinar,2026-06-02,5,False,0,0,False,
L000501,Paul-Kline,,35.0,Referral,2025-02-02,2,False,3,1,True,2025-03-10
L000502,Morgan-Lopez,Logistics,164.0,Outbound SDR,2024-11-23,2,False,0,2,False,
L000503,"Jimenez, Glass and Stone",Consulting,32.0,Organic search,2026-07-16,3,True,2,5,False,
L000504,Acosta Inc,Education,25.0,Organic search,2024-11-06,3,False,2,4,False,
L000505,Morrison-Short,Fintech,513.0,Event/Webinar,2025-03-02,1,True,3,2,False,
L000506,"Carter, Garcia and Murphy",Manufacturing,145.0,Referral,2026-05-19,7,False,0,2,True,2026-06-07
L000507,Parker-Morrison,Education,963.0,Organic Search,2026-04-08,1,False,0,5,False,
L000508,Jackson-Wallace,Healthcare,1244.0,Referral,2024-09-27,2,False,1,1,False,
L000509,Williams-Berg,Logistics,36.0,Paid Search,2026-05-03,4,True,1,3,True,2026-08-01
L000510,Mendez-Graham,Fintech,69.0,Referral,2026-02-18,5,False,2,3,False,
L000511,"Whitney, Gould and Jones",Logistics,68.0,Partner,2024-11-03,2,True,2,3,False,
L000512,"Sullivan, Palmer and Brady",Healthcare,133.0,Partner,2025-12-14,2,False,0,5,False,
L000513,Cisneros and Sons,FinTech,445.0,Partner,2025-05-17,1,False,2,3,False,
L000514,"Gregory, Kim and Martinez",Real Estate,755.0,Referral,2023-02-07,4,False,1,3,False,
L000515,Osborne LLC,Education,84.0,Referral,2024-01-05,5,True,3,5,True,2024-02-01
L000516,Reyes-Bradley,Education,18.0,Outbound SDR,2024-01-29,3,False,3,3,True,2024-02-26
L000517,"Hernandez, Cole and Watson",Healthcare,11.0,Paid Search,2023-06-08,3,False,1,6,True,2023-07-15
L000518,Hines-Berry,FinTech,191.0,Event/Webinar,2026-01-10,3,False,1,1,False,
L000519,"Richardson, Edwards and Ramirez",Real Estate,59.0,Organic Search,2024-11-20,5,False,0,2,False,
L000520,Johnson and Sons,,76.0,Paid Search,2026-05-08,6,False,0,0,False,
L000521,Holmes-Mcintyre,Logistics,12.0,Paid Search,2023-11-29,2,True,1,2,True,2023-12-22
L000522,Green LLC,Consulting,105.0,Paid Search,2025-06-15,2,False,2,3,True,2025-06-20
L000523,"Griffin, Davies and Mitchell",Logistics,20.0,Referral,2024-05-01,4,False,2,2,False,
