account_id,opp_id,company_name,account_tier,initial_deal_size,signup_date,subscription_id,plan,mrr,billing_frequency,contract_start_date,contract_end_date,status,churn_date,churn_probability,risk_tier,expansion_score,recommendation,recommended_action
A000430,O001741,Scott Inc,SMB,6179,2026-05-11 13:11:05.345103,S000430,Starter,455.1,Annual,2026-05-11 13:11:05.345103,2027-05-11 13:11:05.345103,Active,,0.18896091,Low,0.0017999619,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000431,O001744,Edwards-Taylor,Mid-Market,43586,2026-06-28 15:03:37.299939,S000431,Growth,3394.8,Annual,2026-06-28 15:03:37.299939,2027-06-28 15:03:37.299939,Active,,0.0022983458,Low,0.9967981,Pitch: additional seats,Route to expansion play
A000432,O001746,Dunn LLC,Mid-Market,32419,2023-05-05 16:53:12.534833,S000432,Growth,2507.37,Monthly,2023-05-05 16:53:12.534833,,Active,,0.0008916308,Low,0.0033971143,Pitch: additional seats,Healthy — no action needed
A000433,O001748,Smith LLC,SMB,13589,2025-12-08 21:16:21.373659,S000433,Starter,1299.48,Monthly,2025-12-08 21:16:21.373659,,Active,,0.0022983458,Low,0.99663985,Pitch: upgrade tier / deeper feature access,Route to expansion play
A000434,O001752,Sanchez Group,SMB,4504,2024-09-03 06:27:17.943815,S000434,Starter,337.42,Monthly,2024-09-03 06:27:17.943815,,Active,,0.0015704287,Low,0.0017999619,Pitch: additional seats,Healthy — no action needed
A000435,O001753,Rodriguez-Allen,Mid-Market,26094,2024-07-28 14:36:28.989045,S000435,Growth,2319.62,Annual,2024-07-28 14:36:28.989045,2025-07-28 14:36:28.989045,Active,,0.0006440811,Low,0.0023414565,Pitch: additional seats,Healthy — no action needed
A000436,O001754,Hernandez-Beasley,SMB,4351,2026-05-01 16:50:37.816954,S000436,Starter,351.21,Annual,2026-05-01 16:50:37.816954,2027-05-01 16:50:37.816954,Active,,0.0013569231,Low,0.0017999619,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000437,O001758,Edwards Group,Mid-Market,16731,2025-07-13 05:49:45.934541,S000437,Growth,1442.25,Annual,2025-07-13 05:49:45.934541,2026-07-13 05:49:45.934541,Active,,0.0013593878,Low,0.0018514073,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000438,O001763,"Newman, George and Patrick",Mid-Market,15927,2024-04-24 17:50:23.529608,S000438,Growth,1211.91,Annual,2024-04-24 17:50:23.529608,2025-04-24 17:50:23.529608,Churned,2024-12-20 17:50:23.529608,,,,,Already churned
A000439,O001764,Hodges Inc,Mid-Market,32582,2024-01-26 02:31:07.409545,S000439,Growth,2713.83,Monthly,2024-01-26 02:31:07.409545,,Active,,0.0008916308,Low,0.0027305565,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000440,O001772,Foley-Miranda,Mid-Market,21734,2026-05-01 01:48:11.728874,S000440,Growth,1550.04,Monthly,2026-05-01 01:48:11.728874,,Active,,0.31573832,Medium,0.0018921179,Pitch: upgrade tier / deeper feature access,Flag for CSM outreach
A000441,O001773,Bradford and Sons,Mid-Market,52922,2024-07-23 06:55:27.373886,S000441,Growth,4532.83,Annual,2024-07-23 06:55:27.373886,2025-07-23 06:55:27.373886,Active,,0.00088175817,Low,0.006309125,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000442,O001774,Gibson Ltd,Mid-Market,28157,2024-01-22 04:44:27.482120,S000442,Growth,2008.71,Monthly,2024-01-22 04:44:27.482120,,Active,,0.0011469251,Low,0.0057450854,Pitch: additional seats,Healthy — no action needed
A000443,O001775,Reeves and Sons,SMB,4476,2023-11-27 04:13:34.192741,S000443,Starter,334.1,Annual,2023-11-27 04:13:34.192741,2024-11-26 04:13:34.192741,Active,,0.002651807,Low,0.0047529167,Pitch: additional seats,Healthy — no action needed
A000444,O001782,Weeks-Martin,Mid-Market,29778,2026-01-05 16:54:11.878225,S000444,Growth,2260.66,Monthly,2026-01-05 16:54:11.878225,,Churned,2026-07-04 16:54:11.878225,,,,,Already churned
A000445,O001783,Solis PLC,Enterprise,97219,2024-03-16 05:55:24.361741,S000445,Enterprise,8500.36,Annual,2024-03-16 05:55:24.361741,2025-03-16 05:55:24.361741,Active,,0.0021929396,Low,0.011899565,Pitch: additional seats,Healthy — no action needed
A000446,O001784,"Chandler, Knight and Jones",SMB,5122,2026-03-11 03:50:02.412211,S000446,Starter,420.91,Annual,2026-03-11 03:50:02.412211,2027-03-11 03:50:02.412211,Active,,0.18250073,Low,0.0017999619,Pitch: additional seats,Healthy — no action needed
A000447,O001796,Good-Cook,Enterprise,84229,2025-07-20 02:27:05.953551,S000447,Enterprise,5988.93,Annual,2025-07-20 02:27:05.953551,2026-07-20 02:27:05.953551,Active,,0.0022983458,Low,0.9967981,Pitch: additional seats,Route to expansion play
A000448,O001805,"Martin, Kennedy and Chavez",Enterprise,65372,2025-06-23 15:13:18.757849,S000448,Enterprise,-50.0,Monthly,2025-06-23 15:13:18.757849,,Active,,0.0030618939,Low,0.0032817351,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000449,O001806,Randall LLC,SMB,8477,2026-01-17 08:00:39.894467,S000449,Starter,653.03,Annual,2026-01-17 08:00:39.894467,2027-01-17 08:00:39.894467,Churned,2026-04-17 08:00:39.894467,,,,,Already churned
A000450,O001809,"Parrish, White and Booth",Enterprise,89841,2026-04-25 06:14:37.805626,S000450,Enterprise,7755.23,Annual,2026-04-25 06:14:37.805626,2027-04-25 06:14:37.805626,Active,,0.023724232,Low,0.006150861,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000451,O001816,Walker Group,Mid-Market,46641,2023-12-23 08:00:35.492154,S000451,Growth,4153.61,Annual,2023-12-23 08:00:35.492154,2024-12-22 08:00:35.492154,Active,,0.0011492529,Low,0.9967981,Pitch: additional seats,Route to expansion play
A000452,O001822,Martin-Simmons,Mid-Market,31535,2024-08-22 17:44:14.406576,S000452,Growth,2333.85,Monthly,2024-08-22 17:44:14.406576,,Active,,0.001344343,Low,0.006551497,Pitch: additional seats,Healthy — no action needed
A000453,O001826,Garcia-Hunt,Mid-Market,18856,2025-11-11 03:22:38.887137,S000453,Growth,1486.76,Annual,2025-11-11 03:22:38.887137,2026-11-11 03:22:38.887137,Active,,0.0016197028,Low,0.9987035,Pitch: additional seats,Route to expansion play
A000454,O001830,Duncan Inc,Mid-Market,27914,2024-09-11 09:37:26.843865,S000454,Growth,2128.93,Annual,2024-09-11 09:37:26.843865,2025-09-11 09:37:26.843865,Churned,2025-10-06 09:37:26.843865,,,,,Already churned
A000455,O001833,Snyder-Ferrell,SMB,2604,2026-06-28 00:19:32.298665,S000455,Starter,200.0,Monthly,2026-06-28 00:19:32.298665,,Active,,0.002422946,Low,0.9965318,Pitch: upgrade tier / deeper feature access,Route to expansion play
A000456,O001838,White and Sons,Mid-Market,19074,2025-12-09 10:02:59.182824,S000456,Growth,1641.74,Monthly,2025-12-09 10:02:59.182824,,Active,,0.00077611883,Low,0.0032740717,Pitch: additional seats,Healthy — no action needed
A000457,O001840,Woodard Inc,SMB,4849,2023-09-03 11:28:31.113104,S000457,Starter,359.64,Monthly,2023-09-03 11:28:31.113104,,Churned,2024-07-29 11:28:31.113104,,,,,Already churned
A000458,O001847,Ford-Brown,Mid-Market,18558,2023-06-27 18:00:54.305359,S000458,Growth,1435.64,Annual,2023-06-27 18:00:54.305359,2024-06-26 18:00:54.305359,Active,,0.0019810777,Low,0.9987035,Pitch: upgrade tier / deeper feature access,Route to expansion play
A000459,O001855,"Jones, Becker and Daugherty",SMB,6143,2026-02-05 21:43:22.396258,S000459,Starter,577.44,Monthly,2026-02-05 21:43:22.396258,,Active,,0.001954664,Low,0.0017999619,Pitch: additional seats,Healthy — no action needed
A000460,,Martinez-Ramirez,SMB,9295,2025-05-16 00:00:00.000000,S000460,Starter,734.34,Monthly,2025-05-16 00:00:00.000000,,Active,,0.0018704667,Low,0.0019213832,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000461,,"Wu, Orozco and Davis",SMB,2972,2025-02-02 00:00:00.000000,S000461,Starter,239.65,Annual,2025-02-02 00:00:00.000000,2026-02-02 00:00:00.000000,Active,,0.0043197037,Low,0.001976292,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000462,,Carr Inc,SMB,8001,2023-06-05 00:00:00.000000,S000462,Starter,750.51,Monthly,2023-06-05 00:00:00.000000,,Churned,2024-01-01 00:00:00.000000,,,,,Already churned
A000463,,Moody-Herrera,Mid-Market,34099,2024-07-27 00:00:00.000000,S000463,Growth,2853.18,Annual,2024-07-27 00:00:00.000000,2025-07-27 00:00:00.000000,Active,,0.00195883,Low,0.0037809487,Pitch: additional seats,Healthy — no action needed
A000464,,"Mays, Allen and Alvarez",SMB,1978,2025-05-05 00:00:00.000000,S000464,Starter,200.0,Annual,2025-05-05 00:00:00.000000,2026-05-05 00:00:00.000000,Active,,0.0017068157,Low,0.0047529167,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000465,,Weaver-Sandoval,Mid-Market,15533,2026-08-31 00:00:00.000000,S000465,Growth,1399.29,Monthly,2026-08-31 00:00:00.000000,,Active,,0.0016142497,Low,0.005750846,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000466,,"Chandler, Howe and Burns",Mid-Market,15351,2023-02-15 00:00:00.000000,S000466,Growth,1376.35,Monthly,2023-02-15 00:00:00.000000,,Active,,0.00088175817,Low,0.0047529167,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000467,,Flynn LLC,SMB,5837,2024-09-01 00:00:00.000000,S000467,Starter,420.3,Monthly,2024-09-01 00:00:00.000000,,Active,,0.0012982349,Low,0.9965318,Pitch: upgrade tier / deeper feature access,Route to expansion play
A000468,,Davis PLC,SMB,1611,2023-03-13 00:00:00.000000,S000468,Starter,200.0,Annual,2023-03-13 00:00:00.000000,2024-03-12 00:00:00.000000,Active,,0.0038025826,Low,0.0019213832,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000469,,Buckley LLC,SMB,10653,2023-09-03 00:00:00.000000,S000469,Starter,900.26,Annual,2023-09-03 00:00:00.000000,2024-09-02 00:00:00.000000,Active,,0.0017750324,Low,0.9965318,Pitch: upgrade tier / deeper feature access,Route to expansion play
A000470,,Simmons LLC,SMB,8143,2024-09-10 00:00:00.000000,S000470,Starter,707.56,Monthly,2024-09-10 00:00:00.000000,,Active,,0.0023844515,Low,0.0019213832,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000471,,Mullins-Hawkins,Mid-Market,28358,2023-10-18 00:00:00.000000,S000471,Growth,2470.47,Annual,2023-10-18 00:00:00.000000,2024-10-17 00:00:00.000000,Active,,0.001344343,Low,0.9972796,Pitch: additional seats,Route to expansion play
A000472,,Johnson Inc,SMB,7120,2024-06-22 00:00:00.000000,S000472,Starter,576.37,Monthly,2024-06-22 00:00:00.000000,,Active,,0.0026966636,Low,0.0017999619,Pitch: additional seats,Healthy — no action needed
